Year,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
Result,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
90,Somaliland region,Africa,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.5031800000000001,Hungary,Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,Honduras,America,91,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864305,0.0733454525470734,Nigeria,Africa,91,5.155,0.6890000000000001,1.172,0.048,0.462,0.201,0.032,Lebanon,Africa,91,5.197,0.987,1.224,0.815,0.21600000000000005,0.166,0.027000000000000003
91,Morocco,Africa,92,5.013,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,Pakistan,Asia,92,5.1320000000000014,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,Macedonia,Europe,92,5.1750001907348615,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,Kyrgyzstan,Europe,92,5.131,0.53,1.416,0.594,0.54,0.281,0.035,Indonesia,Asia,92,5.192,0.931,1.203,0.66,0.491,0.498,0.028
92,Macedonia,Europe,93,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,Lebanon,Africa,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693000000000006,Somalia,,93,5.151000022888179,0.0226431842893362,0.7211513519287109,0.113989137113094,0.602126955986023,0.291631311178207,0.28241032361984303,Bosnia and Herzegovina,Europe,93,5.129,0.915,1.078,0.758,0.28,0.21600000000000005,0.0,China,Asia,93,5.191,1.029,1.125,0.893,0.521,0.058,0.1
93,Mozambique,Africa,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,Portugal,Europe,94,5.122999999999998,1.27607,0.94367,0.7936300000000001,0.44727,0.01521,0.11691,Vietnam,Asia,94,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.234968051314354,0.0876332372426987,Mongolia,Asia,94,5.125,0.914,1.517,0.575,0.395,0.253,0.032,Vietnam,Asia,94,5.175,0.741,1.346,0.851,0.5429999999999999,0.147,0.073
94,Albania,Europe,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,Macedonia,Europe,95,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23507,Nigeria,Africa,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,Vietnam,Asia,95,5.103,0.715,1.365,0.7020000000000001,0.618,0.177,0.079,Bhutan,Asia,95,5.082,0.813,1.321,0.604,0.457,0.37,0.16699999999999998
95,Bosnia and Herzegovina,Europe,96,4.949,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,Vietnam,Asia,96,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,Tajikistan,Europe,96,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.471566706895828,0.24899764358997306,0.14637714624404902,Indonesia,Asia,96,5.093,0.899,1.215,0.522,0.5379999999999999,0.484,0.018000000000000002,Cameroon,Africa,96,5.044,0.5489999999999999,0.91,0.331,0.381,0.187,0.037000000000000005
96,Lesotho,Africa,97,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,Somaliland Region,,97,5.057,0.25558000000000003,0.75862,0.33108000000000004,0.3913,0.36794,0.51479,Bhutan,Asia,97,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,Bhutan,Asia,97,5.082,0.7959999999999999,1.335,0.527,0.541,0.364,0.171,Bulgaria,Europe,97,5.011,1.092,1.513,0.815,0.311,0.081,0.004
97,Dominican Republic,America,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,Tunisia,Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,Kyrgyzstan,Europe,98,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,Somalia,,98,4.982,0.0,0.7120000000000001,0.115,0.674,0.238,0.282,Ghana,Africa,98,4.996,0.611,0.868,0.486,0.381,0.245,0.04
98,Laos,Asia,99,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,Greece,Europe,99,5.033,1.24886,0.75473,0.80029,0.058220000000000015,0.04127,0.0,Nepal,Asia,99,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.4403059482574461,0.3940961658954621,0.0729755461215973,Cameroon,Africa,99,4.975,0.535,0.8909999999999999,0.182,0.454,0.183,0.043,Ivory Coast,Africa,99,4.944,0.569,0.8079999999999999,0.232,0.35200000000000004,0.154,0.09
99,Mongolia,Asia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,Tajikistan,Europe,100,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,Mongolia,Asia,100,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.3941439688205721,0.338464230298996,0.0329022891819477,Bulgaria,Europe,100,4.933,1.054,1.515,0.7120000000000001,0.359,0.064,0.009000000000000001,Nepal,Asia,100,4.913,0.446,1.226,0.677,0.439,0.285,0.08900000000000001
100,Swaziland,Africa,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,Mongolia,Asia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539000000000003,South Africa,Africa,101,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.13936237990856198,0.0725094974040985,Nepal,Asia,101,4.88,0.425,1.228,0.539,0.526,0.302,0.078,Jordan,Africa,101,4.9060000000000015,0.8370000000000001,1.225,0.815,0.383,0.11,0.13
101,Greece,Europe,102,4.857,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,Laos,Asia,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,Tunisia,Africa,102,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,Venezuela,America,102,4.806,0.996,1.469,0.657,0.133,0.056,0.052000000000000005,Benin,Africa,102,4.883,0.393,0.4370000000000001,0.397,0.349,0.175,0.08199999999999999
102,Lebanon,Africa,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,Nigeria,Africa,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,Palestinian Territories,Africa,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,Gabon,Africa,103,4.758,1.036,1.164,0.404,0.35600000000000004,0.032,0.052000000000000005,Congo (Brazzaville),Africa,103,4.812,0.6729999999999999,0.799,0.508,0.3720000000000001,0.105,0.093
103,Hungary,Europe,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,Honduras,America,104,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,Egypt,Africa,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,Palestinian Territories,Africa,104,4.743,0.642,1.217,0.602,0.266,0.086,0.076,Gabon,Africa,104,4.799,1.057,1.183,0.5710000000000001,0.295,0.043,0.055
104,Honduras,America,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,Iran,Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,Bulgaria,Europe,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865169,0.113177694380283,0.0110515309497714,South Africa,Africa,105,4.724,0.94,1.41,0.33,0.516,0.103,0.056,Laos,Asia,105,4.796,0.764,1.03,0.551,0.547,0.266,0.16399999999999998
105,Tajikistan,Europe,106,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,Zambia,Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,Sierra Leone,Africa,106,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.293040901422501,0.0710951760411263,Iran,Africa,106,4.707,1.0590000000000002,0.7709999999999999,0.691,0.459,0.282,0.129,South Africa,Africa,106,4.722,0.96,1.351,0.469,0.389,0.13,0.055
106,Tunisia,Africa,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,Nepal,Asia,107,4.793,0.4462600000000001,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,Cameroon,Africa,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806305,0.0513066314160824,Ivory Coast,Africa,107,4.671,0.541,0.872,0.08,0.467,0.146,0.103,Albania,Europe,107,4.7189999999999985,0.947,0.848,0.8740000000000001,0.383,0.17800000000000002,0.027000000000000003
107,Palestinian Territories,Africa,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,Palestinian Territories,Africa,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,Iran,Africa,108,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,Ghana,Africa,108,4.657,0.5920000000000001,0.8959999999999999,0.337,0.499,0.212,0.029,Venezuela,America,108,4.707,0.96,1.4269999999999998,0.805,0.154,0.064,0.047
108,Bangladesh,Asia,109,4.694,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,Albania,Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,Albania,Europe,109,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,Senegal,Africa,109,4.631,0.429,1.117,0.433,0.406,0.138,0.08199999999999999,Cambodia,Asia,109,4.7,0.574,1.122,0.637,0.609,0.232,0.062
109,Iran,Africa,110,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,Bangladesh,Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,Bangladesh,Asia,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,Laos,Asia,110,4.623,0.72,1.034,0.441,0.626,0.23,0.174,Palestinian Territories,Africa,110,4.6960000000000015,0.657,1.247,0.672,0.225,0.103,0.066
110,Ukraine,Europe,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,Sierra Leone,Africa,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,Namibia,,111,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,Tunisia,Africa,111,4.592,0.9,0.906,0.69,0.271,0.04,0.063,Senegal,Africa,111,4.681,0.45,1.134,0.5710000000000001,0.292,0.153,0.07200000000000001
111,Iraq,Africa,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,Iraq,Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,Kenya,Africa,112,4.55299997329712,0.560479462146759,1.06795072555542,0.30998834967613204,0.452763766050339,0.444860309362411,0.0646413192152977,Albania,Europe,112,4.586,0.916,0.8170000000000001,0.79,0.419,0.149,0.032,Somalia,,112,4.668,0.0,0.698,0.268,0.5589999999999999,0.243,0.27
112,South Africa,Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,Namibia,,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,Mozambique,Africa,113,4.5500001907348615,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.17943638563156106,Sierra Leone,Africa,113,4.5710000000000015,0.256,0.813,0.0,0.355,0.238,0.053,Namibia,,113,4.6389999999999985,0.879,1.3130000000000002,0.477,0.401,0.07,0.056
113,Ghana,Africa,114,4.633,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,Cameroon,Africa,114,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,Myanmar,Asia,114,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,Congo (Brazzaville),Africa,114,4.559,0.682,0.8109999999999999,0.343,0.514,0.091,0.077,Niger,Africa,114,4.628,0.138,0.774,0.366,0.318,0.188,0.102
114,Zimbabwe,Africa,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,Ethiopia,Africa,115,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,Senegal,Africa,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.183468893170357,0.115460447967052,Bangladesh,Asia,115,4.5,0.532,0.85,0.579,0.58,0.153,0.14400000000000002,Burkina Faso,Africa,115,4.587,0.331,1.056,0.38,0.255,0.177,0.113
115,Liberia,Africa,116,4.5710000000000015,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,South Africa,Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,Zambia,Africa,116,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.249580144882202,0.0782135501503944,Sri Lanka,Asia,116,4.471,0.918,1.314,0.672,0.585,0.307,0.05,Armenia,Europe,116,4.559,0.85,1.055,0.815,0.28300000000000003,0.095,0.064
116,India,Asia,117,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,Sri Lanka,Asia,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,Iraq,Africa,117,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,Iraq,Africa,117,4.456,1.01,0.971,0.536,0.304,0.14800000000000002,0.095,Iran,Africa,117,4.548,1.1,0.8420000000000001,0.785,0.305,0.27,0.125
117,Sudan,Africa,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,India,Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,Gabon,Africa,118,4.46500015258789,1.1982102394104,1.1556202173233,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,Mali,Africa,118,4.447,0.37,1.233,0.152,0.3670000000000001,0.139,0.056,Guinea,Africa,118,4.534,0.38,0.8290000000000001,0.375,0.332,0.207,0.086
118,Haiti,America,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,Myanmar,Asia,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,Ethiopia,Africa,119,4.46000003814697,0.339233845472336,0.8646692037582401,0.353409707546234,0.408842742443085,0.31265074014663696,0.16545571386814098,Namibia,,119,4.441,0.8740000000000001,1.281,0.365,0.519,0.051,0.064,Georgia,Europe,119,4.519,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.043,0.16399999999999998
119,Congo (Kinshasa),Africa,120,4.517,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,Egypt,Africa,120,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,Sri Lanka,Asia,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,Cambodia,Asia,120,4.433,0.5489999999999999,1.088,0.457,0.696,0.256,0.065,Gambia,,120,4.516,0.308,0.939,0.428,0.382,0.269,0.16699999999999998
120,Nepal,Asia,121,4.5139999999999985,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,Armenia,Europe,121,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,Armenia,Europe,121,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,Burkina Faso,Africa,121,4.424,0.314,1.097,0.254,0.312,0.175,0.128,Kenya,Africa,121,4.509,0.512,0.983,0.581,0.431,0.3720000000000001,0.053
121,Ethiopia,Africa,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,Kenya,Africa,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,India,Asia,122,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094505,0.0922268852591515,Egypt,Africa,122,4.419,0.885,1.025,0.5529999999999999,0.312,0.092,0.107,Mauritania,Africa,122,4.49,0.57,1.167,0.489,0.066,0.106,0.08800000000000001
122,Sierra Leone,Africa,123,4.507,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,Ukraine,Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,Mauritania,Africa,123,4.29199981689453,0.6484572887420649,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,Mozambique,Africa,123,4.417,0.198,0.902,0.173,0.531,0.206,0.158,Mozambique,Africa,123,4.466,0.204,0.986,0.39,0.494,0.197,0.138
123,Mauritania,Africa,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,Ghana,Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,Congo (Brazzaville),Africa,124,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124197,0.0796181336045265,Kenya,Africa,124,4.41,0.493,1.048,0.454,0.504,0.35200000000000004,0.055,Tunisia,Africa,124,4.461,0.921,1.0,0.815,0.16699999999999998,0.059,0.055
124,Kenya,Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,Congo (Kinshasa),Africa,125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,Georgia,Europe,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,Zambia,Africa,125,4.377,0.562,1.047,0.295,0.503,0.221,0.08199999999999999,Bangladesh,Asia,125,4.456,0.562,0.928,0.723,0.527,0.166,0.14300000000000002
125,Djibouti,Africa,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,Georgia,Europe,126,4.252,0.8379200000000001,0.19249,0.64035,0.32461,0.3188,0.06786,Congo (Kinshasa),Africa,126,4.280000209808351,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,Mauritania,Africa,126,4.356,0.557,1.245,0.292,0.129,0.134,0.093,Iraq,Africa,126,4.437,1.043,0.98,0.574,0.241,0.14800000000000002,0.08900000000000001
126,Armenia,Europe,127,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,Congo (Brazzaville),Africa,127,4.2360000000000015,0.7710899999999999,0.47799,0.28212,0.37938,0.09753,0.12077,Mali,Africa,127,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727805,0.306613743305206,0.183354198932648,0.10497024655342098,Ethiopia,Africa,127,4.35,0.308,0.95,0.391,0.452,0.22,0.146,Congo (Kinshasa),Africa,127,4.418,0.094,1.125,0.35700000000000004,0.269,0.212,0.053
127,Botswana,Africa,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,Senegal,Africa,128,4.2189999999999985,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,Ivory Coast,Africa,128,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,Georgia,Europe,128,4.34,0.853,0.5920000000000001,0.643,0.375,0.038,0.215,Mali,Africa,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052000000000000005
128,Myanmar,Asia,129,4.307,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.79588,Bulgaria,Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,Cambodia,Asia,129,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,Armenia,Europe,129,4.3210000000000015,0.816,0.99,0.6659999999999999,0.26,0.077,0.028,Sierra Leone,Africa,129,4.374,0.268,0.841,0.242,0.309,0.252,0.045
129,Georgia,Europe,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.055470000000000005,Mauritania,Africa,130,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22686,Sudan,Africa,130,4.138999938964839,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,Myanmar,Asia,130,4.308,0.682,1.1740000000000002,0.429,0.58,0.598,0.17800000000000002,Sri Lanka,Asia,130,4.3660000000000005,0.949,1.265,0.831,0.47,0.244,0.047
130,Malawi,Africa,131,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,Zimbabwe,Africa,131,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,Ghana,Africa,131,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,Chad,Africa,131,4.301,0.358,0.907,0.053,0.189,0.181,0.06,Myanmar,Asia,131,4.36,0.71,1.181,0.555,0.525,0.5660000000000001,0.172
131,Sri Lanka,Asia,132,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,Malawi,Africa,132,4.1560000000000015,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,Ukraine,Europe,132,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,Congo (Kinshasa),Africa,132,4.245,0.069,1.136,0.204,0.312,0.197,0.052000000000000005,Chad,Africa,132,4.35,0.35,0.7659999999999999,0.192,0.174,0.198,0.078
132,Cameroon,Africa,133,4.252,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,Sudan,Africa,133,4.1389999999999985,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077,Uganda,Africa,133,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555706,0.443185955286026,0.32576605677604703,0.057069718837738,India,Asia,133,4.19,0.721,0.747,0.485,0.539,0.172,0.093,Ukraine,Europe,133,4.332,0.82,1.39,0.7390000000000001,0.17800000000000002,0.187,0.01
133,Bulgaria,Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,Gabon,Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,Burkina Faso,Africa,134,4.03200006484985,0.3502277135849001,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611805,Niger,Africa,134,4.166,0.131,0.867,0.221,0.39,0.175,0.099,Ethiopia,Africa,134,4.2860000000000005,0.336,1.033,0.532,0.344,0.209,0.1
134,Egypt,Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,Mali,Africa,135,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064,Niger,Africa,135,4.02799987792969,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.13857294619083402,Uganda,Africa,135,4.1610000000000005,0.322,1.09,0.237,0.45,0.259,0.061,Swaziland,Africa,135,4.212,0.8109999999999999,1.149,0.0,0.313,0.07400000000000001,0.135
135,Yemen,Africa,136,4.077,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,Haiti,America,136,4.0280000000000005,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,Malawi,Africa,136,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.28717046976089505,0.0727116540074348,Benin,Africa,136,4.141,0.378,0.3720000000000001,0.24,0.44,0.163,0.067,Uganda,Africa,136,4.189,0.332,1.069,0.443,0.35600000000000004,0.252,0.06
136,Angola,Africa,137,4.033,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,Botswana,Africa,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,Chad,Africa,137,3.9360001087188703,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.216113850474358,0.0535818822681904,Sudan,Africa,137,4.1389999999999985,0.605,1.24,0.312,0.016,0.134,0.08199999999999999,Egypt,Africa,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067
137,Mali,Africa,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,Comoros,Africa,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,Zimbabwe,Africa,138,3.875,0.3758465349674221,1.08309590816498,0.19676375389099104,0.336384207010269,0.189143493771553,0.0953753814101219,Ukraine,Europe,138,4.103,0.7929999999999999,1.413,0.609,0.163,0.187,0.011,Zambia,Africa,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087
138,Congo (Brazzaville),Africa,139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,Ivory Coast,Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,Lesotho,Africa,139,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,Togo,Africa,139,3.999,0.259,0.474,0.253,0.434,0.158,0.101,Togo,Africa,139,4.085,0.275,0.5720000000000001,0.41,0.293,0.177,0.085
139,Comoros,Africa,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,Cambodia,Asia,140,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,Angola,Africa,140,3.79500007629395,0.8584281802177429,1.10441195964813,0.0498686656355858,0.0,0.09792649000883097,0.0697203353047371,Guinea,Africa,140,3.964,0.344,0.792,0.211,0.394,0.185,0.094,India,Asia,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085
140,Uganda,Africa,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,Angola,Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999997,Afghanistan,Asia,141,3.79399991035461,0.401477217674255,0.581543326377869,0.18074677884578694,0.106179520487785,0.311870932579041,0.0611578300595284,Lesotho,Africa,141,3.808,0.472,1.215,0.079,0.423,0.116,0.112,Liberia,Africa,141,3.975,0.073,0.922,0.443,0.37,0.233,0.033
141,Senegal,Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,Niger,Africa,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,Botswana,Africa,142,3.7660000324249294,1.12209415435791,1.22155499458313,0.34175550937652605,0.505196332931519,0.0993484482169151,0.0985831990838051,Angola,Africa,142,3.795,0.73,1.125,0.269,0.0,0.079,0.061,Comoros,Africa,142,3.973,0.274,0.757,0.505,0.142,0.275,0.078
